"","endTime","artistName","trackName","msPlayed"
"544","2019-09-10 15:02","Tim Bendzko","Hoch",168120
"545","2019-09-10 15:09","Younotus","Narcotic",192386
"546","2019-09-10 15:13","Fenris","Hometown - Radiofriendly Remix",225000
"547","2019-09-10 15:14","AKA AKA","Need You - Radio Edit",34266
"548","2019-09-14 08:19","Olli Schulz","Phase",26586
"549","2019-09-14 08:23","Kraftklub","Kein Liebeslied",258360
"550","2019-09-14 08:28","Marteria","Chardonnay & Purple Haze",237683
"551","2019-09-14 08:29","Dendemann","Zeitumstellung",63347
"552","2019-09-14 08:32","Sido","Mädchen gegen Jungs - All-Star-Version",176760
"553","2019-09-14 08:35","257ers","Akk & Feel It (feat. Captain Jack)",176733
"554","2019-09-14 08:38","Die Atzen","Das geht ab (Wir feiern die ganze Nacht)",209240
"555","2019-09-14 08:43","MoTrip","So wie du bist",268515
"556","2019-09-14 08:45","Juju","Vermissen (feat. Henning May)",161882
"557","2019-09-14 08:48","Bausa","Vagabund",153188
"558","2019-09-14 08:55","Summer Cem","Casanova",206813
"559","2019-09-14 08:59","Deichkind","Porzellan und Elefanten",216146
"560","2019-09-14 09:04","SDP","Ne Leiche",309237
"561","2019-09-14 09:08","Karate Andi","Generation Andi",21433
"562","2019-09-14 09:08","Bilderbuch","eine nacht in manila",231680
"563","2019-09-14 09:09","Alexander Marcus","Pitschi Pitschi Popo",20688
"564","2019-09-14 09:11","Trailerpark","Poo Fighters",151881
"565","2019-09-14 09:27","Eko Fresh","Ich bin jung und brauche das Geld (feat. G-Style)",48297
"566","2019-09-14 09:30","Cro","Traum",195548
"567","2019-09-14 09:31","Culcha Candela","Cool mit mir selbst",31205
"568","2019-09-14 09:34","Jennifer Rostock","Feuer",180853
"569","2019-09-14 09:35","Olli Schulz","H.D.F.K.K.",68400
"570","2019-09-14 09:38","Kraftklub","Ich will nicht nach Berlin",202426
"571","2019-09-14 09:42","Marteria","1982 (Als ob's gestern war)",192091
"572","2019-09-14 09:49","Tobee","Helikopter 117 (Mach' den Hub Hub Hub)",88978
"573","2019-09-14 09:53","Sido","High",227936
"574","2019-09-14 09:53","Dendemann","Müde",11611
"575","2019-09-14 09:57","Madsen","Kompass",237146
"576","2019-09-14 10:04","Die Atzen","Strobo Pop",162572
"577","2019-09-14 10:05","Franco Piccolini","Trier ist nicht Barcelona",16509
"578","2019-09-14 10:08","Möwe","Down By The River (feat. Emy Perez)",140131
"579","2019-09-14 10:11","Darius & Finlay","Possible",174556
"580","2019-09-14 10:14","Flip Capella","Prima Ballerina",183780
"581","2019-09-14 10:17","Dayo","Mockingbirds",179590
"582","2019-09-14 10:20","Micar","Secrets",211000
"583","2019-09-14 10:24","Gestört aber GeiL","Für immer wach - Radio Edit",34309
"584","2019-09-14 10:24","Anstandslos & Durchgeknallt","Holterdiepolter",192600
"585","2019-09-14 10:26","filous","All My Friends Are Rich",98243
"586","2019-09-14 10:29","Martin Jensen","Nobody",211040
"587","2019-09-14 10:30","Mone","Universe - Radio Edit",14738
"588","2019-09-14 10:35","Josh Roa","Aicha",189913
"589","2019-09-14 10:38","Mark Forster","Einmal",197240
"590","2019-09-14 10:41","Courier","San Francisco - Alex Schulz Remix",179098
"591","2019-09-14 10:44","Breathe Carolina","My Love",144918
"592","2019-09-14 10:46","Blanches","Just Wanna Run (Young Smoke Remix)",109536
"593","2019-09-14 10:48","Sia","Thunderclouds - Lost Frequencies Remix",119304
"594","2019-09-14 10:50","Nick Talos","Hey Gorgeous",153437
"595","2019-09-14 10:53","Justin Bieber","Boyfriend",169110
"596","2019-09-14 10:56","Justin Bieber","Sorry",169877
"597","2019-09-14 10:59","Justin Bieber","Love Yourself",198577
"598","2019-09-14 11:02","Tim Bendzko","Hoch",159637
"599","2019-09-14 11:05","Miley Cyrus","Slide Away",200829
"600","2019-09-14 11:09","Miley Cyrus","Mother's Daughter",215806
"601","2019-09-14 11:12","Haux","Touch",177098
"602","2019-09-14 11:15","COACH96","Kreativer Aufstand",100240
"603","2019-09-14 11:36","Eminem","Cinderella Man",279013
"604","2019-09-14 11:36","Eminem","Cinderella Man",20976
"605","2019-09-14 12:13","Young Money","Trophies",185968
"606","2019-09-14 12:14","Fest & Flauschig","Teaser: 030959997666",20456
"607","2019-09-14 13:44","Fest & Flauschig","Crunchy",5365434
"608","2019-09-23 11:51","Rosenstolz","Gib mir Sonne",24704
"609","2019-09-24 11:00","Maxis","17 Letnia Dziewczyna",17844
"613","2019-09-26 14:10","Volbeat","Last Day Under The Sun",11734
"614","2019-09-26 23:21","Volbeat","Last Day Under The Sun",11734
"615","2019-09-27 15:03","Volbeat","Last Day Under The Sun",11734
"616","2019-09-27 15:07","Sido","Einer dieser Steine",236629
"617","2019-10-01 10:49","Mike Tyson","If You Show Up",37917
"618","2019-10-01 10:49","Mike Tyson","If You Show Up",14628
"619","2019-10-01 10:53","Jamil","Mike Tyson",260967
"620","2019-10-01 11:03","Dani Faiv","Ananas (feat. G.bit) - prod. Low Kidd",129242
"621","2019-10-01 11:08","T-MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Video Mix",219946
"622","2019-10-01 11:12","Falco","Egoist (Remix)",222093
"623","2019-10-01 11:14","Falco","Der Kommissar",151576
"624","2019-10-01 11:19","Pizzera & Jaus","jedermann",95434
"625","2019-10-01 11:22","Bilderbuch","Maschin",207946
"626","2019-10-01 11:23","Bilderbuch","Checkpoint (Nie Game Over)",31554
"628","2019-10-01 11:25","Expulze","Breaking News",171049
"629","2019-10-01 11:49","Der traurige Gärtner","Ananas",165395
"630","2019-10-01 11:49","Sido","Meine Jordans",157538
"632","2019-10-01 12:00","Sido","30-11-80",618709
"633","2019-10-01 12:01","Cro","Whatever - +1",43537
"634","2019-10-02 18:24","Cassandra Steen","Stadt",185053
"635","2019-10-03 12:15","Take That","Patience",202067
"636","2019-10-04 13:14","Uncle Dave","F.M.D. R.I.P.",30998
"637","2019-10-04 13:16","Kontent","Vivaldi",130150
"638","2019-10-04 13:20","Kraftklub","Schüsse in die Luft",248560
"639","2019-10-04 13:20","Seeed","Ticket",15724
"640","2019-10-04 13:21","Seeed","G€LD",10240
"643","2019-10-04 13:24","Seeed","Lass Das Licht An (feat. Deichkind)",188561
"644","2019-10-04 14:10","MIKA","Grace Kelly",187733
"645","2019-10-04 14:13","Queen","Cool Cat - Remastered 2011",209107
"646","2019-10-04 14:25","RIN","Dior 2001",192941
"647","2019-10-04 14:46","Seeed","Komm In Mein Haus",196208
"648","2019-10-04 14:49","Expulze","Ciodo",191947
"649","2019-10-04 14:52","Bausa","Was du Liebe nennst",183390
"650","2019-10-04 14:54","Linkin Park","Numb",113313
"651","2019-10-04 14:57","JAY-Z","Numb / Encore",205733
"652","2019-10-04 15:03","Falco","Jeanny",355989
"653","2019-10-04 15:04","Linkin Park","One More Light",13875
"654","2019-10-04 15:07","Steve Clarke","Mr, Bombastic",33283
"655","2019-10-04 15:08","Shaggy","Boombastic",85535
"656","2019-10-04 16:33","Billie Eilish","bad guy",194087
"657","2019-10-04 16:36","Billie Eilish","my strange addiction",179889
"658","2019-10-04 16:40","Macklemore","Willy Wonka (feat. Offset)",219060
"659","2019-10-04 16:42","Yung Hurn","Lachs Anthem",165841
"660","2019-10-04 16:46","Yung Hurn","Eisblock",183512
"661","2019-10-04 16:48","Yung Hurn","Fühlen",136662
"662","2019-10-04 16:51","Yung Hurn","Ok Cool",165440
"663","2019-10-04 16:53","Kontent","Vivaldi",130150
"664","2019-10-04 16:58","Giorgio Moroder","From Here to Eternity - Enne Utopia Remix",342871
"665","2019-10-04 17:02","Seeed","Immer Bei Dir (feat. Trettmann)",229913
"666","2019-10-04 17:06","The Notorious B.I.G.","Hypnotize - 2007 Remaster",230000
"667","2019-10-04 17:10","Sfera Ebbasta","Mademoiselle",186154
"668","2019-10-04 17:14","Ghali","Habibi",182176
"669","2019-10-04 17:17","Fabri Fibra","In Italia",205674
"670","2019-10-04 17:21","Fabri Fibra","Vaffan***O Scemo - Yazee Remix",235613
"671","2019-10-04 17:24","Sfera Ebbasta","Bancomat (feat. Tinie Tempah)",178000
"672","2019-10-04 17:28","Fabri Fibra","Tranne Te",240080
"673","2019-10-04 17:29","Fabri Fibra","Rap in vena",47601
"674","2019-10-04 17:32","Homies4 Life","Meine Hood",217973
"675","2019-10-04 17:36","Homies4 Life","Sounddealer",194760
"676","2019-10-04 17:39","Homies4 Life","Wos du willsch feat. Berise & Dego",197746
"677","2019-10-04 17:43","Homies4 Life","Millionen feat. Crad & Lookeeno",243653
"678","2019-10-04 17:45","Homies4 Life","Hosch gwisst",120122
"679","2019-10-04 17:49","Seeed","Ticket",227933
"680","2019-10-04 17:52","Seeed","Lass Sie Gehn",192853
"681","2019-10-04 17:55","Seeed","G€LD",162683
"682","2019-10-04 17:59","Seeed","Immer Bei Dir (feat. Trettmann)",229913
"683","2019-10-04 18:02","Seeed","Lass Das Licht An (feat. Deichkind)",188561
"684","2019-10-04 18:05","Seeed","Sie Is Geladen (feat. Nura)",218702
"685","2019-10-04 18:09","Seeed","Love & Courvoisier (feat. Salsa 359)",204538
"686","2019-10-04 18:11","Apache 207","200 km/h",164080
"687","2019-10-04 18:15","Seeed","Komm In Mein Haus",213698
"688","2019-10-04 18:16","Seeed","Psycho Piano Interlude",47064
"689","2019-10-04 18:19","Seeed","No More Drama (Alles Pech Verbraucht)",194514
"690","2019-10-04 18:22","Seeed","What A Day",153759
"691","2019-10-04 18:25","Seeed","Beautiful",207262
"692","2019-10-04 18:29","Seeed","Deine Zeit",224760
"693","2019-10-04 18:33","Seeed","Feel For You",223506
"694","2019-10-04 18:36","Seeed","Augenbling",216727
"695","2019-10-04 18:40","Seeed","You & I",227013
"696","2019-10-04 18:43","Seeed","Waste My Time",166813
"697","2019-10-04 18:46","Seeed","Seeeds Haus",198640
"698","2019-10-04 18:48","Seeed","Elephants",139053
"699","2019-10-04 18:52","Seeed","Lovelee",245826
"700","2019-10-04 18:56","Seeed","Wonderful Life",210021
"701","2019-10-04 18:58","Seeed","Molotov",145735
"702","2019-10-04 19:00","Seeed","Beautiful [Reprise]",107053
"708","2019-10-04 19:09","T-MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Video Mix",219946
"709","2019-10-04 19:12","DROELOE","In Time",223500
"710","2019-10-04 19:16","Far Out","New Beginning",241766
"711","2019-10-04 19:20","Neovaii","Chase Pop",210000
"712","2019-10-04 19:23","KREAM","Decisions (feat. Maia Wright)",212787
"713","2019-10-04 19:27","Hilltop Hoods","Exit Sign",223386
"714","2019-10-04 19:31","High Contrast","Remind Me",241586
"715","2019-10-04 19:35","Netsky","Go 2",252373
"716","2019-10-04 19:40","Rudimental","Waiting All Night",292586
"717","2019-10-04 19:43","Taska Black","Running Away",185812
"718","2019-10-04 19:48","Kanye West","All Of The Lights",299613
"719","2019-10-04 19:52","Drake","God's Plan",198973
"720","2019-10-04 19:56","Timo Odv","Dancing Again",230640
"722","2019-10-04 20:01","Donna Summer","Hot Stuff",314760
"723","2019-10-04 20:04","Katy Perry","I Kissed A Girl",179640
"725","2019-10-04 20:06","Bastille","Doom Days",138115
"726","2019-10-04 20:11","Kanye West","POWER",292093
"727","2019-10-04 20:16","Sub Focus","Don’t You Feel It - Sub Focus & 1991 Remix",251321
"728","2019-10-04 20:19","Sub Focus","Desire (with Dimension)",215172
"729","2019-10-04 20:21","Disclosure","Latch",108881
"730","2019-10-04 20:25","Kylie Minogue","Can't Get You out of My Head",230640
"731","2019-10-04 20:29","Klangkarussell","Netzwerk (Falls Like Rain)",228973
"732","2019-10-04 20:31","Martin Solveig","All Stars",170322
"733","2019-10-04 20:35","Feed Me","Love Is All I Got",185917
"734","2019-10-04 20:40","Vibe","Forever Xe3 (Vibe Mashup)",331392
"735","2019-10-04 20:43","Russ","Pull The Trigger",156560
"736","2019-10-04 20:48","Matoma","Old Thing Back (feat. Ja Rule and Ralph Tresvant)",321649
"737","2019-10-04 20:51","The Notorious B.I.G.","Juicy - 2005 Remaster",158841
"738","2019-10-04 20:56","Donna Summer","Hot Stuff",314760
"739","2019-10-04 20:59","Twenty One Pilots","Stressed Out",202333
"740","2019-10-04 21:04","Oasis","Wonderwall - Remastered",258734
"741","2019-10-04 21:07","Billie Eilish","bad guy",194087
"742","2019-10-04 21:11","Gloria Estefan","Conga",255106
"743","2019-10-04 21:15","Drake","God's Plan",198973
"744","2019-10-04 21:16","Frittenbude","Mindestens in 1000 Jahren",87244
"745","2019-10-04 21:17","RIN","Fabergé",90677
"746","2019-10-04 21:23","Madonna","Hung Up",337733
"747","2019-10-04 21:25","David Glen Eisley","Sweet Victory (As Heard on ""SpongeBob SquarePants"")",125830
"748","2019-10-04 21:29","Britney Spears","Work Bitch",247960
"749","2019-10-04 21:32","Marteria","Lila Wolken",172403
"750","2019-10-04 21:35","RIN","Fabergé",177093
"751","2019-10-04 21:38","Juju","Vermissen (feat. Henning May)",161882
"752","2019-10-04 21:42","Bastille","Million Pieces",251658
"753","2019-10-04 21:47","Twenty One Pilots","Chlorine",204015
"754","2019-10-04 21:50","50 Cent","In Da Club",193466
"755","2019-10-04 21:53","Gloria Gaynor","I Will Survive - Single Version",198933
"756","2019-10-04 21:57","Stromae","Alors on danse",206066
"757","2019-10-04 22:01","Sido","Jeden Tag Wochenende (feat. Bass Sultan Hengzt)",250106
"758","2019-10-04 22:05","Gala","Freed From Desire",213394
"759","2019-10-04 22:07","Gabry Ponte","La Danza Delle Streghe - Corto Mix",137228
"760","2019-10-04 22:10","Expulze","Polkaholica",195578
"761","2019-10-04 22:14","Justin Timberlake","SexyBack (feat. Timbaland)",242733
"762","2019-10-04 22:18","Nelly Furtado","Promiscuous",242293
"763","2019-10-04 22:21","Expulze","Breaking News",171049
"764","2019-10-04 22:25","50 Cent","Candy Shop",209106
"765","2019-10-04 22:28","Jax Jones","You Don't Know Me",213946
"767","2019-10-04 22:32","Expulze","Beer",233613
"768","2019-10-04 22:33","Jax Jones","You Don't Know Me",18101
"769","2019-10-04 22:36","Kesha","TiK ToK",199693
"770","2019-10-04 22:41","will.i.am","Scream & Shout",283400
"771","2019-10-04 22:51","Giorgio Moroder","From Here to Eternity - SIS Remix",19638
"772","2019-10-04 22:51","The Black Eyed Peas","The Time (Dirty Bit)",307640
"773","2019-10-04 22:55","Lou Bega","Mambo No. 5 (a Little Bit of...)",220293
"774","2019-10-04 22:57","Lady Gaga","Poker Face",142012
"775","2019-10-04 22:59","Ed Sheeran","I Don't Care (with Justin Bieber)",104415
"781","2019-10-04 23:00","Billie Eilish","all the good girls go to hell",32149
"784","2019-10-04 23:01","Jennifer Lopez","Let's Get Loud",70687
"785","2019-10-04 23:02","Baccara","Yes Sir, I Can Boogie",79178
"787","2019-10-04 23:04","Backstreet Boys","Everybody (Backstreet's Back) - Radio Edit",92693
"788","2019-10-04 23:06","Britney Spears","...Baby One More Time",138624
"789","2019-10-04 23:07","Da Wirtshausfranz","Etz Bin I Wieder Do",23018
"791","2019-10-04 23:08","Culture Club","Karma Chameleon",80341
"792","2019-10-04 23:12","Modern Talking","Cheri Cheri Lady",226333
"793","2019-10-04 23:14","Da Wirtshausfranz","Etz Bin I Wieder Do",91748
"794","2019-10-04 23:16","Spice Girls","Wannabe",168245
"795","2019-10-04 23:17","Musikkapelle Haiming","Tirol ist lei oans",31306
"796","2019-10-04 23:19","Gasterländer Blasmusikanten","Böhmischer Traum",111840
"797","2019-10-04 23:21","Militärmusik Tirol","Dem Land Tirol Die Treue",152191
"798","2019-10-04 23:22","Eurythmics","Sweet Dreams (Are Made of This) - Remastered",67391
"799","2019-10-04 23:34","Kraftklub","Chemie Chemie Ya",206276
"802","2019-10-04 23:35","Earth, Wind & Fire","Boogie Wonderland",70410
"803","2019-10-04 23:39","T»MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Mother's Favourite",219760
"804","2019-10-04 23:41","Dj Biene","Der Beat zum Springen (Komodo)",22293
"805","2019-10-04 23:41","Peter Bjorn and John","Second Chance",107078
"806","2019-10-04 23:45","Marteria","Kids (2 Finger an den Kopf)",229573
"807","2019-10-04 23:48","Sido","Schlechtes Vorbild",204213
"808","2019-10-04 23:49","SDP","Ne Leiche",73287
"809","2019-10-04 23:50","SDP","Die Nacht von Freitag auf Montag",61738
"810","2019-10-04 23:53","Macklemore & Ryan Lewis","Can't Hold Us - feat. Ray Dalton",133663
"811","2019-10-04 23:55","Flo Rida","Right Round",122378
"812","2019-10-04 23:56","Kesha","TiK ToK",61269
"813","2019-10-04 23:57","OutKast","Hey Ya!",65354
"814","2019-10-04 23:59","Scooter","Maria (I Like It Loud)",88831
"815","2019-10-05 00:01","Bausa","Was du Liebe nennst",145141
"816","2019-10-05 00:04","Marteria","Chardonnay & Purple Haze",177408
"817","2019-10-05 00:05","Summer Cem","Casanova",77973
"818","2019-10-05 00:06","Yung Hurn","Ferrari - Prod. Lex Lugner",35253
"819","2019-10-05 00:09","Maxiz","Kiss Kiss Mama",189233
"820","2019-10-05 00:09","will.i.am","Scream & Shout",16218
"821","2019-10-05 00:12","Left Boy","Bitte brich mein Herz nicht Baby",120767
"822","2019-10-05 00:14","Yung Hurn","Bianco",126773
"823","2019-10-05 00:14","Spongebob Squarepants","F.U.N. Song",41930
"824","2019-10-05 00:18","Spongebob Squarepants","F.U.N. Song",46186
"825","2019-10-05 00:23","Kraftklub","Schüsse in die Luft",248560
"826","2019-10-05 00:26","Maxiz","Subject of Discussion",18709
"828","2019-10-05 00:26","Madonna","Hung Up",181254
"837","2019-10-05 00:30","Maxiz","Subject of Discussion",236378
"838","2019-10-05 00:30","Maxiz","Creature of the Night",24213
"839","2019-10-05 00:35","Almklausi","Mama Laudaaa",22453
"840","2019-10-05 00:39","Falco","Der Kommissar",273610
"842","2019-10-05 00:40","Falco","Zuviel Hitze",32309
"843","2019-10-05 00:42","Falco","Auf der Flucht",103412
"844","2019-10-05 00:43","Wir Sind Helden","Nur ein Wort",93767
"845","2019-10-05 00:45","Wild Cherry","Play That Funky Music",32426
"846","2019-10-05 00:46","Spongebob Squarepants","F.U.N. Song",28224
"847","2019-10-05 00:47","Spongebob Squarepants","SpongeBob SquarePants Theme Song",44893
"848","2019-10-05 00:48","Spongebob, Sandy, Mr. Krabs, Plankton & Patrick","The Best Day Ever",57979
"849","2019-10-05 00:49","Spongebob Squarepants","F.U.N. Song",63691
"850","2019-10-05 00:50","Ween","Loop de Loop",60560
"851","2019-10-05 01:03","Spongebob, Sandy, Mr. Krabs, Plankton & Patrick","The Best Day Ever",21086
"852","2019-10-05 01:06","Herbert Grönemeyer","Männer - Remastered 2016",36408
"853","2019-10-08 12:31","Left Boy","Get It Right",203146
"854","2019-10-08 12:35","Left Boy","Bitte brich mein Herz nicht Baby",253636
"855","2019-10-08 12:36","Left Boy","Kid",37939
"856","2019-10-08 12:41","Twenty One Pilots","Chlorine",324466
"857","2019-10-08 12:45","Twenty One Pilots","Heathens",195920
"858","2019-10-08 13:10","Marteria","Champion Sound",138789
"859","2019-10-08 13:14","Lil Pump","Nu Uh",45093
"860","2019-10-08 13:14","Lil Pump","Be Like Me (feat. Lil Wayne)",240000
"861","2019-10-08 13:21","Izi","48H (feat. Sfera Ebbasta)",198125
"862","2019-10-08 13:24","Sfera Ebbasta","Mademoiselle",189344
"863","2019-10-08 13:27","Lazza","Gigolò (feat. Sfera Ebbasta & Capo Plaza)",82662
"864","2019-10-08 13:31","Izi","48H (feat. Sfera Ebbasta)",198125
"865","2019-10-08 13:33","Sfera Ebbasta","Mademoiselle",17370
"866","2019-10-08 17:07","Peter Wackel","Joana",200360
"867","2019-10-08 17:11","Queen","Fat Bottomed Girls - 2011 Remaster",255600
"870","2019-10-09 13:29","Azizz21","Benzema",61314
"871","2019-10-09 13:31","Capital Bra","Benzema",159152
"872","2019-10-10 13:17","Queens Own","Killer Queen",42619
"878","2019-10-10 14:19","Queens Own","Killer Queen",42619
"879","2019-10-10 14:22","Lost Frequencies","Like I Love You",190173
"880","2019-10-10 14:25","Billie Eilish","my strange addiction",179889
"881","2019-10-10 14:26","Måns Zelmerlöw","Better Now",54790
"890","2019-10-10 14:30","Swedish House Mafia","Save The World",213337
"892","2019-10-10 14:35","Macklemore & Ryan Lewis","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",292593
"893","2019-10-10 14:38","benny blanco","Eastside (with Halsey & Khalid)",170769
"894","2019-10-10 14:41","Malik Harris","Welcome To The Rumble",213348
"895","2019-10-10 14:46","Netsky","Go 2",252373
"896","2019-10-10 14:49","Billie Eilish","when the party's over",196077
"897","2019-10-10 14:52","Sub Focus","Desire (with Dimension)",215172
"898","2019-10-10 14:53","Anne-Marie","2002 - KREAM Remix",30488
"899","2019-10-10 15:07","Pumuckl","Spuk in der Werkstatt - Teil 01",10025
"900","2019-10-10 15:16","Shindy","Venedig",209640
"901","2019-10-10 15:18","Kenning West Records","Kenning West, Alder",89182
"902","2019-10-10 15:20","Kenning West Records","Kenning West, Alder",89182
"903","2019-10-10 15:20","FiNCH ASOZiAL","1990",22122
"904","2019-10-10 15:23","Doggi","Brixen Chillt",198669
"905","2019-10-10 15:27","Jennifer Lopez","Let's Get Loud",238226
"906","2019-10-10 15:31","Eurythmics","Sweet Dreams (Are Made of This) - Remastered",216933
"907","2019-10-10 15:34","TOTO","Africa",171428
"908","2019-10-10 15:38","Die Ärzte","Schrei nach Liebe",233592
"909","2019-10-10 15:42","Sido","2002",237157
"910","2019-10-10 15:43","Gryffin","Baggage (with AlunaGeorge)",18325
"911","2019-10-10 15:43","Apache 207","Famous",23103
"912","2019-10-10 15:47","SXTN","Von Party zu Party",16486
"913","2019-10-10 15:47","Apache 207","Famous",197051
"914","2019-10-10 15:47","Kool Savas","Deine Mutter (feat. Nessi)",22569
"915","2019-10-10 15:50","SXTN","Fotzen im Club",190306
"916","2019-10-10 15:54","Alligatoah","Willst du",218964
"917","2019-10-10 15:57","Bausa","Vagabund",153188
"919","2019-10-10 16:00","SDP","F.I.C.K.D.I.C.H.",195280
"920","2019-10-10 16:00","AnnenMayKantereit","Pocahontas",13981
"922","2019-10-10 16:04","Bausa","Mary",16119
"923","2019-10-10 16:04","T»MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Mother's Favourite",219760
"924","2019-10-10 16:47","Alex C.","Du Hast Den Schönsten Arsch Der Welt",215080
"925","2019-10-10 16:50","A Touch Of Class","Around the World (La La La La La) - Radio Version",214533
"926","2019-10-10 17:00","J Money","GET SHOT",16161
"927","2019-10-10 17:00","Honk","Hallo Helmut (Andere Farbe)",82693
"929","2019-10-10 17:18","Crazy Town","Butterfly",216773
"930","2019-10-10 17:21","Tones and I","Dance Monkey",209438
"931","2019-10-10 17:24","Sum 41","Still Waiting",158733
"932","2019-10-10 17:25","House Of Pain","Jump Around",36464
"934","2019-10-10 17:42","Apache 207","Famous",192025
"935","2019-10-10 17:45","Kool Savas","Deine Mutter (feat. Nessi)",183349
"936","2019-10-10 17:46","Die Atzen","BALLERN",54364
"937","2019-10-10 17:49","Bonez MC","500 PS",181971
"938","2019-10-10 17:52","Farid Bang","#niemalsantäuschen",197346
"940","2019-10-10 17:56","FiNCH ASOZiAL","Eskalation",201553
"941","2019-10-10 18:17","RIN","Monica Bellucci",204056
"943","2019-10-10 18:27","Capo","Lambo Diablo GT (feat. Nimo & Juju) - Remix",14797
"945","2019-10-10 18:30","Juju","Ich müsste lügen",172717
"946","2019-10-10 18:33","Juju","Hardcore High",184407
"947","2019-10-10 18:36","Juju","Sommer in Berlin",183224
"948","2019-10-10 18:37","Juju","Bye Bye",27405
"949","2019-10-10 18:40","Dr. Dre","Fuck You",205453
"950","2019-10-11 10:47","Pink Floyd","Time - Live",326142
"951","2019-10-11 18:14","Pink Floyd","Time - Live",326142
"952","2019-10-12 03:59","Pink Floyd","Time - Live",326142
"953","2019-10-12 04:08","G-Eazy","Him & I (with Halsey)",14465
"954","2019-10-12 04:12","Laserkraft 3D","Nein Mann - Radio Edit",228723
"956","2019-10-12 11:10","Take That","Patience",202067
"957","2019-10-15 16:41","Manu XTC","Dawn Guitar - XTC Funk Mix",46546
"958","2019-10-15 16:45","Gwen Stefani","The Sweet Escape",246467
"959","2019-10-17 20:51","Queens Own","Killer Queen",183827
"960","2019-10-17 20:57","Queen","Bohemian Rhapsody - 2011 Mix",354320
"961","2019-10-17 21:01","Queen","Don't Stop Me Now - 2011 Mix",209413
"962","2019-10-17 21:04","Queen","Another One Bites The Dust - Remastered 2011",214653
"963","2019-10-17 21:08","Queen","Under Pressure - Remastered",248440
"964","2019-10-17 21:10","Queen","We Will Rock You - Remastered",122067
"965","2019-10-17 21:13","Queen","We Are The Champions - Remastered 2011",179200
"966","2019-10-17 21:19","Queen","Radio Ga Ga - 2011 Mix",348227
"967","2019-10-17 21:24","Queen","Somebody To Love - 2011 Mix",296480
"968","2019-10-17 21:28","Queen","I Want To Break Free - Single Remix",258013
"969","2019-10-17 21:32","Queen","20th Century Fox Fanfare",25187
"970","2019-10-17 21:32","Queen","Love Of My Life - Remastered 2011",217387
"971","2019-10-18 07:34","Queen","Somebody To Love - 2011 Mix",39732
"972","2019-10-18 17:09","Queen","Somebody To Love - 2011 Mix",39732
"973","2019-10-18 21:04","Marteria","Chardonnay & Purple Haze",237683
"974","2019-10-18 21:06","Marteria","Supernova",77508
"975","2019-10-19 08:51","Herman's Hermits","No Milk Today",176800
"976","2019-10-19 08:51","The Kinks","Death of a Clown",19853
"977","2019-10-19 08:55","Marteria","Chardonnay & Purple Haze",249382
"978","2019-10-19 08:59","Sido","2002",237157
"979","2019-10-19 09:00","Sido","High",35727
"980","2019-10-19 11:42","Deutsches Volksmusikensemble","What Shall We Do with the Drunken Sailor",212307
"981","2019-10-21 17:22","RIN","Fabergé",107317
"982","2019-10-23 03:04","RIN","Fabergé",107317
"983","2019-10-26 17:10","RIN","Fabergé",107317
"984","2019-10-26 17:11","Kardinal Offishall","Dangerous",17141
"986","2019-10-26 17:15","Kardinal Offishall","Dangerous",228646
"987","2019-10-26 17:18","Taio Cruz","She's Like A Star",211381
"988","2019-10-26 17:23","Green Day","Boulevard of Broken Dreams",261266
"989","2019-10-26 17:26","FlicFlac","So High",216760
"990","2019-10-26 17:31","Kavinsky","Nightcall",258413
"991","2019-10-26 17:35","Starsailor","Four to the Floor - Thin White Duke Mix; Short Version",280488
"992","2019-10-26 17:41","Matoma","Old Thing Back (feat. Ja Rule and Ralph Tresvant)",321649
"993","2019-10-26 17:44","Hilltop Hoods","Exit Sign",223386
"994","2019-10-26 17:46","Noel Gallagher's High Flying Birds","Black Star Dancing",117413
"995","2019-10-26 17:50","Kardinal Offishall","Dangerous",246053
"996","2019-10-26 17:54","Akon","Smack That",212360
"997","2019-10-26 17:58","Kardinal Offishall","Digital Motown",227040
"998","2019-10-26 18:02","Kardinal Offishall","Gimme Some",255520
"999","2019-10-26 18:06","Kardinal Offishall","Bad Like We Bad",219813
"1000","2019-10-26 18:09","Kardinal Offishall","Numba 1 (Tide Is High)",223040
"1001","2019-10-26 18:14","Kardinal Offishall","Ill Eagle Alien",290946
"1002","2019-10-26 18:17","Kardinal Offishall","Nina",193866
"1004","2019-10-26 18:18","Kardinal Offishall","Go Home With You",44280
"1006","2019-10-26 18:24","Red Hot Chili Peppers","Californication",329733
"1007","2019-10-26 18:27","The Kooks","Naive",203506
"1008","2019-10-26 18:31","Alligatoah","Willst du",218964
"1009","2019-10-26 18:35","Alligatoah","Du bist schön",228213
"1010","2019-10-26 18:40","Red Hot Chili Peppers","Snow (Hey Oh)",334666
"1011","2019-10-26 18:44","Irie Révoltés","Fäuste hoch",210400
"1012","2019-10-26 18:47","Feed Me","Love Is All I Got",185917
