"","endTime","artistName","trackName","msPlayed"
"1013","2019-10-26 18:51","Hilltop Hoods","1955",239280
"1014","2019-10-26 18:55","The Chainsmokers","Closer",244960
"1015","2019-10-26 18:59","Watermät","All My Love - Extended Mix",267844
"1016","2019-10-26 19:04","Billy Joel","We Didn't Start the Fire",287733
"1017","2019-10-26 19:09","Oasis","Wonderwall",258613
"1018","2019-10-26 19:14","The Who","Baba O'Riley",300400
"1019","2019-10-26 19:17","Bilderbuch","eine nacht in manila",231680
"1020","2019-10-26 19:20","5 Seconds of Summer","Youngblood",176003
"1021","2019-10-26 19:24","Ingo ohne Flamingo","Saufen morgens, mittags, abends",243840
"1022","2019-10-26 19:28","Lorenz Büffel","Johnny Däpp",198581
"1023","2019-10-26 19:31","The Prince Karma","Later Bitches",168501
"1024","2019-10-26 19:33","FiNCH ASOZiAL","Abfahrt",132288
"1025","2019-10-26 19:37","Bob Marley & The Wailers","Rastaman Chant",19914
"1028","2019-10-26 19:37","Liquido","Narcotic - Radio Edit",228010
"1029","2019-10-26 19:40","Keanu Silva","King Of My Castle - Don Diablo Edit",173257
"1031","2019-10-26 19:43","Jax Jones","All Day And Night - Jax Jones & Martin Solveig Present Europa",169466
"1032","2019-10-26 19:43","GAMPER & DADONI","Bittersweet Symphony (feat. Emily Roberts)",19614
"1034","2019-10-26 19:46","Die 3 Zwidern","Und Des Is Guat",150106
"1035","2019-10-26 19:49","Timmy Trumpet","World At Our Feet",203290
"1036","2019-10-26 19:52","Drenchill","Freed from Desire (feat. Indiiana)",161453
"1037","2019-10-26 19:56","Lucky Luke","F.E.E.L.",204716
"1038","2019-10-26 19:56","FiNCH ASOZiAL","Abfahrt",40346
"1039","2019-10-26 19:59","Blonde","I Loved You (feat. Melissa Steel)",184704
"1040","2019-10-26 20:02","MEDUZA","Piece Of Your Heart",152913
"1041","2019-10-26 20:06","FISHER","Losing It",248035
"1042","2019-10-26 20:09","Gaullin","Moonlight",173066
"1043","2019-10-26 20:11","LUM!X","Monster",154226
"1044","2019-10-26 20:14","Gaullin","All the Things",174745
"1045","2019-10-26 20:17","Keanu Silva","King Of My Castle - Don Diablo Edit",173257
"1046","2019-10-26 20:19","Jax Jones","All Day And Night - Jax Jones & Martin Solveig Present Europa",128734
"1047","2019-10-26 20:23","Werner Kaiser","Ich Muss Dir Etwas Sagen",199616
"1048","2019-10-26 20:25","BB Jürgen","Heute fährt die 18 bis nach Istanbul",109514
"1049","2019-10-26 20:27","Ikke Hüftgold","Modeste Song",129418
"1050","2019-10-26 20:30","Dschinghis Khan","Moskau",221373
"1051","2019-10-26 20:31","Dschinghis Khan","Dschinghis Khan",52511
"1052","2019-10-26 20:32","Spongebob, Sandy, Mr. Krabs, Plankton & Patrick","The Best Day Ever",22628
"1053","2019-10-26 20:32","Spongebob Squarepants","SpongeBob SquarePants Theme Song",44893
"1054","2019-10-26 20:37","Kavinsky","Nightcall",242495
"1055","2019-10-26 20:38","Juju","Vermissen (feat. Henning May)",80202
"1056","2019-10-26 20:42","Mattafix","Big City Life",240893
"1057","2019-10-26 20:44","Mattafix","Living Darfur",117550
"1058","2019-10-26 20:47","Hilltop Hoods","The Nosebleed Section",199349
"1059","2019-10-26 20:53","The Prince Karma","Later Bitches",247976
"1060","2019-10-26 20:56","T»MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Mother's Favourite",219760
"1061","2019-10-26 20:58","GAMPER & DADONI","Bittersweet Symphony (feat. Emily Roberts)",99573
"1063","2019-10-26 21:01","ItaloBrothers","Moonlight Shadow",186874
"1064","2019-10-26 21:03","Alphaville","Big in Japan",109717
"1065","2019-10-26 21:04","ItaloBrothers","My Life Is a Party - R.I.O. Edit",26271
"1067","2019-10-26 21:07","ItaloBrothers","My Life Is a Party - R.I.O. Edit",201747
"1068","2019-10-26 21:11","Macklemore & Ryan Lewis","White Walls (feat. ScHoolboy Q, Hollis)",220319
"1069","2019-10-26 21:13","Left Boy","Bitte brich mein Herz nicht Baby",116036
"1070","2019-10-26 21:16","Sido","Schlechtes Vorbild",194666
"1071","2019-10-26 21:19","Bausa","Was du Liebe nennst",201248
"1072","2019-10-26 21:23","Jennifer Lopez","Let's Get Loud",238226
"1073","2019-10-26 21:27","Lou Bega","Mambo No. 5 (a Little Bit of...)",220293
"1074","2019-10-26 21:30","Johnny Cash","Ring of Fire",153290
"1075","2019-10-26 21:33","Scooter","Maria (I Like It Loud)",219986
"1076","2019-10-26 21:37","SDP","Die Nacht von Freitag auf Montag",233513
"1077","2019-10-26 21:38","SXTN","Fotzen im Club",16390
"1078","2019-10-26 21:41","Mia Julia","Oh Baby",191163
"1079","2019-10-26 21:44","Lorenz Büffel","Johnny Däpp (Ich will Mallorca zurück)",223671
"1080","2019-10-26 21:47","Omar Sarsam","Disco Disco Party Party - Original Version",180909
"1081","2019-10-26 21:51","SDP","Ne Leiche",215950
"1082","2019-10-26 21:53","Die Atzen","Das geht ab (Wir feiern die ganze Nacht)",109994
"1083","2019-10-26 21:57","FiNCH ASOZiAL","Abfahrt",206944
"1084","2019-10-26 22:01","Adele","Rolling in the Deep",228093
"1085","2019-10-26 22:05","Die Ärzte","Männer sind Schweine",257933
"1086","2019-10-26 22:08","Spice Girls","Wannabe",173026
"1087","2019-10-26 22:11","Backstreet Boys","I Want It That Way",213600
"1088","2019-10-26 22:15","Aqua","Barbie Girl",197960
"1089","2019-10-26 22:20","The Cranberries","Zombie",306410
"1090","2019-10-26 22:24","Genesis","I Can't Dance",240653
"1091","2019-10-26 22:26","Emilia","Big Big World",116892
"1092","2019-10-26 22:30","The Prince Karma","Later Bitches",247976
"1093","2019-10-26 22:34","JAY-Z","Hard Knock Life (Ghetto Anthem)",240813
"1094","2019-10-26 22:38","Die Ärzte","Schrei nach Liebe",243149
"1095","2019-10-26 22:41","Eiffel 65","Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio",163935
"1096","2019-10-26 22:43","Adele","Hello",124117
"1097","2019-10-26 22:46","Britney Spears","Piece of Me",212106
"1098","2019-10-26 22:47","Marteria","Kids (2 Finger an den Kopf)",11393
"1099","2019-10-26 22:50","Marteria","Kids (2 Finger an den Kopf)",22726
"1100","2019-10-26 22:50","Timmy Trumpet","Oracle",180154
"1101","2019-10-26 22:51","Sia","Cheap Thrills",34837
"1102","2019-10-26 22:51","Darius Rucker","Wagon Wheel",25450
"1103","2019-10-26 22:54","John Mellencamp","Jack & Diane",165856
"1104","2019-10-26 22:58","SDP","Die Nacht von Freitag auf Montag",233513
"1105","2019-10-26 22:59","Bausa","Was du Liebe nennst",83287
"1106","2019-10-26 23:00","The Pogues","If I Should Fall from Grace with God",24320
"1107","2019-10-26 23:04","The Pogues","Fairytale of New York (feat. Kirsty MacColl)",234965
"1108","2019-10-26 23:05","Dropkick Murphys","I'm Shipping Up To Boston",91071
"1109","2019-10-26 23:09","Mattafix","Big City Life",240893
"1110","2019-10-26 23:12","Marteria","Chardonnay & Purple Haze",166148
"1111","2019-10-28 22:37","Apache 207","Kein Problem",21037
"1117","2019-10-28 22:44","L. Starz","My Life Be Like(Grits)",185914
"1118","2019-10-28 22:47","Samra","Wieder Lila",188057
"1119","2019-10-28 22:50","Klaas Heufer-Umlauf","Clans for Future (feat. Clan Allstars)",195000
"1120","2019-10-28 22:51","Bass-T","Astra Rakete",54957
"1124","2019-10-30 08:01","Culcha Candela","Hamma! - Single Edit",20038
"1125","2019-10-30 08:01","Kraftklub","Schüsse in die Luft",248560
"1126","2019-10-30 08:02","Kraftklub","500 K",10263
"1128","2019-10-30 08:06","Kraftklub","Chemie Chemie Ya",247146
"1129","2019-10-30 08:08","Kraftklub","Wie ich",102539
"1130","2019-10-30 08:11","Marteria","Chardonnay & Purple Haze",237683
"1131","2019-10-30 08:16","SXTN","Bongzimmer",18389
"1132","2019-10-30 08:16","Bilderbuch","Mr. Refrigerator",246840
"1133","2019-10-30 20:11","Ikke Hüftgold","Dicke Titten, Kartoffelsalat",107276
"1135","2019-10-30 22:30","Hardwell","I'm Not Sorry",65083
"1136","2019-10-31 18:25","Die Partykids","Sailor Moon (Sag das Zauberwort)",92693
"1137","2019-10-31 18:29","GAMPER & DADONI","Bittersweet Symphony (feat. Emily Roberts)",194618
"1138","2019-10-31 18:32","Snoop Dogg","Young, Wild & Free (feat. Bruno Mars)",207333
"1139","2019-10-31 18:35","Seeed","G€LD",162683
"1143","2019-10-31 18:35","Für Hund und Katz ist auch noch Platz","Für Hund und Katz ist auch noch Platz - Teil 6",11563
"1145","2019-10-31 18:39","Dimitri Vegas & Like Mike","Instagram",184558
"1146","2019-10-31 18:42","Younotus","Narcotic",11352
"1147","2019-10-31 18:42","Pulsedriver","One to Make Her Happy",162000
"1148","2019-10-31 18:46","Jennifer Lopez","Let's Get Loud",238226
"1149","2019-10-31 18:50","Culture Beat","Mr. Vain - Original Radio Edit",257466
"1150","2019-10-31 18:53","Fools Garden","Lemon Tree",189409
"1151","2019-10-31 18:57","Kylie Minogue","Can't Get You out of My Head",230640
"1152","2019-10-31 18:58","Trettmann","Zeit steht (feat. Alli Neumann)",61547
"1154","2019-10-31 19:00","Billie Eilish","bad guy (with Justin Bieber)",142454
"1156","2019-10-31 19:03","blink-182","All The Small Things",167066
"1157","2019-10-31 19:08","MC Hammer","U Can't Touch This",257360
"1158","2019-10-31 19:11","Jet","Are You Gonna Be My Girl",150613
"1160","2019-10-31 19:15","The Prince Karma","Later Bitches",247976
"1161","2019-10-31 19:17","Blonde","I Loved You (feat. Melissa Steel)",126130
"1162","2019-10-31 19:20","MEDUZA","Piece Of Your Heart",152913
"1163","2019-10-31 19:24","FISHER","Losing It",248035
"1164","2019-10-31 19:27","Gaullin","Moonlight",173066
"1165","2019-10-31 19:29","LUM!X","Monster",154226
"1166","2019-10-31 19:32","Gaullin","All the Things",174745
"1167","2019-10-31 19:40","Keanu Silva","King Of My Castle - Don Diablo Edit",173257
"1168","2019-10-31 19:45","Wanda","Bologna",214309
"1169","2019-10-31 19:46","Bilderbuch","Bungalow",63779
"1170","2019-10-31 19:49","Tones and I","Dance Monkey",209438
"1171","2019-10-31 19:52","Ava Max","Sweet but Psycho",157517
"1172","2019-10-31 19:54","Green Day","Boulevard of Broken Dreams",139017
"1174","2019-10-31 19:57","Mike Oldfield","Moonlight Shadow",11865
"1175","2019-10-31 19:57","MEDUZA","Piece Of Your Heart",11702
"1176","2019-10-31 19:57","FiNCH ASOZiAL","Abfahrt",166765
"1178","2019-10-31 19:59","Vigiland","Friday Night<U+202C><U+202C><U+202C>",92322
"1179","2019-10-31 20:01","Money Boy","Bye Bye",129102
"1180","2019-10-31 20:05","Ingo ohne Flamingo","Saufen morgens, mittags, abends",243840
"1181","2019-10-31 20:08","Dynoro","Hangover",142514
"1182","2019-10-31 20:10","MEDUZA","Piece Of Your Heart - James Hype Remix",60302
"1183","2019-11-02 19:15","Crystal F","Panzerband & billiges Crack - Remix",21524
"1184","2019-11-02 19:15","Genetikk","CHOP $uEY",220740
"1185","2019-11-03 13:11","Jax Jones","All Day And Night - Jax Jones & Martin Solveig Present Europa",169466
"1186","2019-11-03 13:15","Sub Focus","Don’t You Feel It - Sub Focus & 1991 Remix",251321
"1187","2019-11-03 13:18","FlicFlac","So High",138648
"1188","2019-11-03 16:15","Andy C","Heartbeat Loud",179650
"1189","2019-11-03 16:19","AWAY","Sleepwalker",250105
"1190","2019-11-03 16:22","VIZE","Glad You Came",198095
"1191","2019-11-03 16:26","The Chainsmokers","Closer",244960
"1192","2019-11-03 16:27","Ganté","Ack Värmland",55891
"1198","2019-11-03 16:28","Lucas & Steve","Say Something",49179
"1200","2019-11-03 16:32","Rudimental","Waiting All Night",192563
"1201","2019-11-03 16:35","KREAM","Decisions (feat. Maia Wright)",212787
"1202","2019-11-03 16:38","Drenchill","Freed from Desire (feat. Indiiana)",143347
"1203","2019-11-03 16:40","Neovaii","Chase Pop",102702
"1204","2019-11-03 16:45","Matoma","Party On The West Coast (feat. Snoop Dogg)",233076
"1205","2019-11-03 16:50","Alle Farben","H.O.L.Y.",158933
"1206","2019-11-03 16:54","Robin Schulz","Speechless (feat. Erika Sirola)",214941
"1207","2019-11-03 16:57","Kygo","Happy Now",211362
"1208","2019-11-03 17:00","NOTD","So Close",158767
"1209","2019-11-04 12:46","Finger & Kadel","Farbfilm - Radio Mix",71490
"1210","2019-11-04 12:49","Vincent Lee","King Of My Castle",190000
"1211","2019-11-07 09:58","Fest & Flauschig","Die leichte Sendung",3581832
"1215","2019-11-09 22:39","The Black Keys","Gold on the Ceiling",224333
"1216","2019-11-09 22:43","Britney Spears","...Baby One More Time",211066
"1217","2019-11-09 22:47","The Pointer Sisters","I'm So Excited",229466
"1218","2019-11-09 22:50","ABBA","Money, Money, Money",186426
"1219","2019-11-09 22:53","Gliese","Rythm is a Dancer",222597
"1220","2019-11-09 22:58","Earth, Wind & Fire","Boogie Wonderland",288293
"1221","2019-11-09 23:01","Marteria","Kids (2 Finger an den Kopf)",168539
"1222","2019-11-09 23:05","Nelly Furtado","Maneater",258893
"1223","2019-11-09 23:10","ABBA","Lay All Your Love On Me",274466
"1225","2019-11-09 23:14","Backstreet Boys","Everybody (Backstreet's Back) - Radio Edit",225360
"1233","2019-11-09 23:17","Lou Bega","Mambo No. 5 (a Little Bit of...)",160380
"1236","2019-11-09 23:20","Kool & The Gang","Celebration - Single Version",215653
"1237","2019-11-09 23:22","SXTN","Die Fotzen sind wieder da",87401
"1241","2019-11-09 23:27","Donna Summer","Hot Stuff",314760
"1242","2019-11-09 23:31","The Blues Brothers","Everybody Needs Somebody to Love",203453
"1243","2019-11-09 23:33","DJ Jazzy Jeff & The Fresh Prince","The Fresh Prince of Bel-Air",177266
"1244","2019-11-09 23:38","Culture Club","Karma Chameleon",252760
"1245","2019-11-09 23:39","Baccara","Yes Sir, I Can Boogie",81469
"1246","2019-11-09 23:43","Vengaboys","We’re Going to Ibiza!",216360
"1247","2019-11-09 23:44","DJ Ötzi","Sweet Caroline - Single Version",59837
"1248","2019-11-09 23:49","Scooter","Maria (I Like It Loud)",92949
"1249","2019-11-11 18:52","Seiler und Speer","Herr Inspektor",240642
"1260","2019-11-11 18:54","Kenning West Records","Kenning West, Alder",89182
"1261","2019-11-11 18:57","Die Prinzen","Alles nur geklaut",191800
"1263","2019-11-11 19:00","KitschKrieg","Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",95851
"1264","2019-11-11 19:05","Max Herre","Villa Auf Der Klippe (feat. Trettmann)",155364
"1265","2019-11-11 19:09","Frank Sinatra","That's Life",187040
"1266","2019-11-11 19:10","Frank Sinatra","Fly Me To The Moon (In Other Words)",37484
"1268","2019-11-11 19:12","Frank Sinatra","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",155453
"1269","2019-11-11 19:14","Frank Sinatra","Come Fly With Me - Remastered",82910
"1270","2019-11-11 19:18","Mattafix","Big City Life",240893
"1272","2019-11-11 19:24","Macklemore & Ryan Lewis","Wing$",299599
"1273","2019-11-11 19:24","Watermät","Bullit (So Real)",39120
"1274","2019-11-11 19:29","Sam Smith","I Feel Love",254453
"1275","2019-11-11 19:31","Sam Smith","Make It To Me",126293
"1276","2019-11-11 19:33","Frank Sinatra","Love And Marriage",157760
"1277","2019-11-11 19:37","Tom Jones","Sexbomb",211893
"1278","2019-11-11 19:39","Buddy Holly","Heartbeat",128840
"1279","2019-11-11 19:45","Billy Joel","Piano Man",339000
"1280","2019-11-11 19:47","Elvis Presley","Jailhouse Rock",146480
"1281","2019-11-11 19:47","Harry Belafonte","Island In the Sun (From ""Island In the Sun"")",12534
"1282","2019-11-12 19:10","Kenning West Records","Kenning West, Alder",89182
"1283","2019-11-12 22:50","Faber","Vivaldi",191585
"1284","2019-11-12 22:53","Faber","Wem du's heute kannst besorgen",181667
"1285","2019-11-12 22:57","Faber","Top",209311
"1286","2019-11-12 23:00","Faber","Sag mir wie du heisst - Pt.1",186331
"1287","2019-11-12 23:03","Faber","Jung und dumm",182747
"1288","2019-11-12 23:07","Faber","Alles Gute",239887
"1289","2019-11-14 16:12","Faber","Highlight",177412
"1290","2019-11-14 16:14","Kenning West Records","Kenning West, Alder",89182
"1291","2019-11-15 23:48","Max Herre","Villa Auf Der Klippe",10970
"1292","2019-11-16 20:58","Max Herre","Dunkles Kapitel",212404
"1293","2019-11-17 08:17","Kanye West","New God Flow.1",56826
"1294","2019-11-19 10:32","Kanye West","New God Flow.1",56826
"1295","2019-11-19 10:37","FIL BO RIVA","Killer Queen",264748
"1296","2019-11-20 18:16","Lizzo","Good as Hell (feat. Ariana Grande) - Remix",159011
"1297","2019-11-20 18:19","Ariana Grande","7 rings",178627
"1298","2019-11-20 18:22","Ariana Grande","boyfriend (with Social House)",186107
"1299","2019-11-20 18:26","Ariana Grande","thank u, next",207320
"1300","2019-11-20 23:06","Ariana Grande","Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)",156255
"1301","2019-11-21 02:02","Ariana Grande","Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)",156255
"1302","2019-11-21 03:15","Ariana Grande","Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)",156255
"1303","2019-11-21 06:52","Ariana Grande","Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)",156255
"1304","2019-11-21 07:43","Ariana Grande","Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)",156255
"1307","2019-11-21 14:30","Ariana Grande","Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)",156255
"1309","2019-11-21 14:33","Shindy","JFK",189680
"1310","2019-11-21 14:34","Shindy","Steve Blowjobs",11985
"1311","2019-11-21 14:36","Shindy","Safe",167413
"1312","2019-11-21 14:39","Shindy","JFK",189680
"1313","2019-11-21 14:43","Shindy","Steve Blowjobs",186693
"1314","2019-11-21 14:46","Shindy","Bang Bang (feat. Bushido)",182760
"1315","2019-11-21 14:49","Shindy","Venedig",209640
"1316","2019-11-21 14:53","Shindy","Pancakes",216306
"1317","2019-11-21 14:57","Shindy","No Joke (feat. Ali Bumaye)",65556
"1319","2019-11-21 15:03","Matoma","Old Thing Back (feat. Ja Rule and Ralph Tresvant)",314624
"1320","2019-11-21 15:06","Alan Walker","Alone",160427
"1322","2019-11-22 20:40","Fabian Römer","Was du nicht sagst (feat. toksi)",210200
"1323","2019-11-22 20:50","Fabian Römer","Anders schön",19874
"1324","2019-11-22 20:54","Rihanna","Unfaithful",226973
"1325","2019-11-23 11:04","MoTrip","So wie du bist",268515
"1327","2019-11-23 11:07","Alligatoah","Willst du",218964
"1333","2019-11-23 11:10","Seeed","Waste My Time",125596
"1334","2019-11-23 11:14","Gwen Stefani","The Sweet Escape",246466
"1335","2019-11-23 11:16","Kardinal Offishall","Nina",144103
"1336","2019-11-23 18:17","Kaiser Chiefs","Ruby",204200
"1337","2019-11-23 18:23","FIL BO RIVA","Killer Queen",13418
"1338","2019-11-23 18:32","Queens Own","Killer Queen",71187
"1339","2019-11-23 18:36","Jovanotti","Sabato",246933
"1340","2019-11-23 18:56","Fabian Römer","Was du nicht sagst (feat. toksi)",210200
"1341","2019-11-23 20:47","Fabian Römer","Anders schön",18812
"1342","2019-11-23 20:51","Billy Joel","We Didn't Start the Fire",186758
"1343","2019-11-23 20:53","Chumbawamba","Tubthumping",142965
"1344","2019-11-23 20:54","James Brown","Get Up Offa That Thing",42655
"1345","2019-11-23 20:57","James Brown & The Famous Flames","It's A Man's, Man's, Man's World",167373
"1346","2019-11-23 20:59","James Brown & The Famous Flames","I Got You (I Feel Good)",165800
"1347","2019-11-23 21:08","The Temptations","Papa Was A Rollin' Stone",507728
"1348","2019-11-23 21:11","Felix Riebl","In Your Arms",208853
"1349","2019-11-23 21:15","Tall Heights","Horse to Water",244960
"1350","2019-11-23 21:20","Mipso","Coming Down the Mountain",273959
"1351","2019-11-23 21:24","The Dead Tongues","Won't Be Long",225866
"1352","2019-11-23 21:28","Blanco White","Olalla",247373
"1353","2019-11-23 21:32","Vance Joy","Georgia",230506
"1354","2019-11-23 21:36","Mumford & Sons","There Will Be Time",267946
"1355","2019-11-23 21:40","Joy Williams","The Trouble with Wanting",235586
"1356","2019-11-23 21:44","SYML","Where's My Love",202106
"1357","2019-11-23 21:48","John Mayer","I Guess I Just Feel Like",285480
"1358","2019-11-23 21:53","Aldous Harding","The Barrel",299440
"1359","2019-11-23 21:58","Cobi","Don't You Cry For Me - Acoustic",275564
"1360","2019-11-23 22:02","José González","Stay Alive",266906
"1361","2019-11-23 22:06","Gavin James","Nervous",216200
"1362","2019-11-23 22:10","Brandi Carlile","Every Time I Hear That Song",241146
"1363","2019-11-23 22:12","The Barr Brothers","Even the Darkness Has Arms",115665
"1364","2019-11-24 09:17","Kaiser Chiefs","Ruby",204200
"1365","2019-11-24 09:59","Rihanna","SOS",238920
"1366","2019-11-24 18:08","Billy Joel","We Didn't Start the Fire",287733
"1367","2019-11-24 18:13","Billy Idol","White Wedding",272234
"1368","2019-11-24 18:16","Genetikk","Lieb's oder lass es",181066
"1369","2019-11-24 18:18","Genetikk","MASTERS VOM MARS",160345
"1370","2019-11-24 18:21","Genetikk","CHOP $uEY",173766
"1371","2019-11-24 18:26","Sido","2002",237157
"1372","2019-11-24 18:28","Genetikk","MASTERS VOM MARS",160345
"1373","2019-11-24 19:04","Seiler und Speer","Ham kummst",14841
"1374","2019-11-24 19:07","Fabian Römer","Was du nicht sagst (feat. toksi)",210200
"1375","2019-11-24 19:11","Fabian Römer","Anders schön",228760
"1376","2019-11-24 19:16","Fabian Römer","L_BENSLAUF",273213
"1377","2019-11-24 19:20","Fabian Römer","Nach Dir (Anna)",233960
"1378","2019-11-24 22:06","Fabian Römer","Keine Antwort (feat. Kaind)",122191
"1379","2019-11-24 22:06","Genetikk","Wünsch dir was",222505
"1380","2019-11-24 22:10","Genetikk","Trill",204893
"1381","2019-11-24 22:11","Genetikk","Yes Sir",37465
"1382","2019-11-24 22:22","Martin Solveig","All Stars",68031
"1383","2019-11-24 22:25","Marteria","Kids (2 Finger an den Kopf)",180629
"1385","2019-11-25 17:58","P. Chace","NBA: Nothing But Ass (Remix)",15965
"1386","2019-11-25 17:58","LEA","Immer wenn wir uns sehn (""Das schönste Mädchen der Welt"", Soundtrack)",18832
"1387","2019-11-25 18:02","KING OF ACCRA","My Baby",41872
"1388","2019-11-25 18:04","Kenning West Records","Kenning West, Alder",89182
"1389","2019-11-25 18:04","Kenning West Records","Kenning West, Alder",27406
"1390","2019-11-25 20:17","Stormzy","Shut Up",60997
"1391","2019-11-26 07:22","Michael Jackson","Billie Jean",161388
"1392","2019-11-26 07:24","Kenning West Records","Kenning West, Alder",89182
"1393","2019-11-26 07:25","Kenning West Records","Kenning West, Alder",50794
"1400","2019-11-26 07:27","Der Asiate","Wir sind die Polizei",65338
"1402","2019-11-26 07:31","Machine Gun Kelly","A Little More",237453
"1403","2019-11-26 07:34","Young Thug","Ecstasy (feat. Machine Gun Kelly)",178240
"1407","2019-11-26 07:35","Machine Gun Kelly","Dopeman",83167
"1408","2019-11-26 07:39","Machine Gun Kelly","Till I Die",212213
"1409","2019-11-26 07:42","Machine Gun Kelly","Alpha Omega",212560
"1410","2019-11-26 07:46","Machine Gun Kelly","World Series",203218
"1411","2019-11-26 07:49","Machine Gun Kelly","Runnin'",167706
"1412","2019-11-26 07:53","Machine Gun Kelly","Young Man",219181
"1413","2019-11-26 07:57","Machine Gun Kelly","End Of The Road",244280
"1414","2019-11-26 08:00","Machine Gun Kelly","The Break Up",200258
"1415","2019-11-26 08:03","Machine Gun Kelly","Candy (feat. Trippie Redd)",156719
"1416","2019-11-26 08:04","Machine Gun Kelly","LATELY",93577
"1417","2019-11-29 06:49","Genetikk","MASTERS VOM MARS",97770
"1418","2019-11-29 06:50","Genetikk","GREETINGS EARTHLINGS",114237
"1419","2019-11-29 06:54","Genetikk","NICHT FÜRS RADIO",238404
"1421","2019-11-29 06:58","Genetikk","E.T.",187971
"1423","2019-11-29 07:00","Genetikk","ALIENMADE",162184
"1424","2019-11-29 07:03","Genetikk","PHONE HOME",177128
"1425","2019-11-29 07:07","Genetikk","ALLE MEINE LEUTE",232755
"1426","2019-11-29 07:11","Genetikk","SPACE FUNERAL",25687
"1427","2019-11-29 07:11","Genetikk","MANNA VOM HIMMEL",201347
"1428","2019-11-29 13:05","Genetikk","MANNA VOM HIMMEL",81856
"1429","2019-11-29 13:08","Genetikk","SPACE FUNERAL",218389
"1430","2019-11-29 13:12","Genetikk","FLIEG INS ALL",233809
"1431","2019-11-29 13:15","Genetikk","FRAG JEDEN",175081
"1432","2019-11-29 13:17","Genetikk","GOAT",142762
"1433","2019-11-29 13:20","Seeed","Waste My Time",166813
"1437","2019-11-29 13:21","257ers","Akk & Feel It (feat. Captain Jack)",44270
"1438","2019-11-29 13:24","Sido","Schlechtes Vorbild",204213
"1439","2019-11-29 13:28","Expulze","Polkaholica",10837
"1441","2019-11-29 13:28","Klaas Heufer-Umlauf","Clans for Future (feat. Clan Allstars)",195000
"1442","2019-11-29 13:32","Left Boy","Bitte brich mein Herz nicht Baby",253636
"1445","2019-11-29 13:33","Cro","Whatever - +1",56476
"1446","2019-11-29 13:36","RIN","Fabergé",177093
"1447","2019-11-29 13:37","Sarah Lesch","Testament",69020
"1448","2019-11-29 13:41","T-MA a.k.a. Falco","Mutter, der Mann mit dem Koks ist da - Video Mix",219946
"1449","2019-11-29 13:45","Seeed","Lass Das Licht An (feat. Deichkind)",188561
"1450","2019-11-29 13:46","Fabian Römer","Was du nicht sagst (feat. toksi)",51568
"1454","2019-11-29 13:49","DCVDNS","Eigentlich Wollte Nate Dogg Die Hook Singen",47957
"1455","2019-11-29 13:49","Wanda","Bologna",139370
"1457","2019-11-29 13:53","Kraftklub","Chemie Chemie Ya",247146
"1459","2019-11-29 13:54","Apache 207","200 km/h",20876
"1462","2019-11-29 13:57","Seeed","Wonderful Life",210021
"1463","2019-11-29 14:01","Shindy","Steve Blowjobs",186693
"1464","2019-11-29 14:04","Cro","Traum",195548
"1465","2019-11-29 14:07","Fard","Üff Üff",179438
"1466","2019-11-29 14:11","KC Rebell","Erdbeerwoche (feat. Elias)",268979
"1467","2019-11-29 14:15","Sido","2002",237157
"1468","2019-11-29 14:17","Expulze","Breaking News",130574
"1470","2019-11-29 14:22","MoTrip","So wie du bist",268515
"1471","2019-11-29 14:26","Alligatoah","Willst du",218964
"1472","2019-11-29 14:26","FiNCH ASOZiAL","Abfahrt",18250
"1473","2019-11-29 14:29","Left Boy","Get It Right",194111
"1474","2019-11-29 14:32","Fools Garden","Lemon Tree",191026
"1475","2019-11-29 14:36","Marteria","Chardonnay & Purple Haze",237683
"1476","2019-11-29 14:40","Seeed","Beautiful",56332
"1477","2019-11-29 14:40","YUN MUFASA","Palm Angels",187826
"1478","2019-11-29 14:44","Yung Hurn","Eisblock",183512
"1479","2019-11-29 14:46","Rico","Null Grad",166361
"1480","2019-11-29 14:48","Laserkraft 3D","Nein Mann - Radio Edit",71824
"1481","2019-11-29 14:50","Juju","Sommer in Berlin",128021
"1482","2019-11-29 14:52","Bausa","Vagabund",153188
"1485","2019-11-29 14:56","Ron Bielecki","Nice Schwanz Bro",32175
"1489","2019-11-29 14:56","Balek","Dreier nur mit dir",198129
"1492","2019-11-29 14:58","Kenning West Records","Kenning West, Alder",89182
"1493","2019-11-29 15:00","Bausa","Mary",158282
"1494","2019-11-29 15:05","Kraftklub","Schüsse in die Luft",248560
"1496","2019-11-29 15:09","Peter Fox","Alles neu",256502
"1498","2019-11-29 15:11","Marteria","Champion Sound",86783
